	Z:\Vacuum\Pilot Testing\Test_Aug11\FV_furniture.c3d	Z:\Vacuum\Pilot Testing\Test_Aug11\FV_furniture.c3d	Z:\Vacuum\Pilot Testing\Test_Aug11\FV_furniture.c3d	Z:\Vacuum\Pilot Testing\Test_Aug11\FV_furniture.c3d	Z:\Vacuum\Pilot Testing\Test_Aug11\FV_furniture.c3d	Z:\Vacuum\Pilot Testing\Test_Aug11\FV_furniture.c3d
	FVHL	FVHL	FVHL	FVHR	FVHR	FVHR
	TARGET	TARGET	TARGET	TARGET	TARGET	TARGET
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z
5477	1.25581	2.01614	0.08086	1.53624	1.99508	0.07950
5478	1.25655	2.02340	0.08042	1.53734	2.00235	0.07912
5479	1.25773	2.03114	0.08083	1.53828	2.01034	0.07875
5480	1.25886	2.03861	0.08056	1.53955	2.01805	0.07898
5481	1.25953	2.04654	0.08078	1.54008	2.02615	0.07919
5482	1.26046	2.05411	0.08051	1.54073	2.03440	0.07852
5483	1.26139	2.06193	0.08056	1.54193	2.04299	0.07875
5484	1.26207	2.07036	0.08030	1.54297	2.05110	0.07799
5485	1.26319	2.07765	0.07980	1.54377	2.05977	0.07807
5486	1.26400	2.08629	0.08017	1.54479	2.06830	0.07739
5487	1.26492	2.09459	0.07973	1.54580	2.07679	0.07747
5488	1.26584	2.10231	0.08011	1.54637	2.08563	0.07796
5489	1.26646	2.11076	0.07994	1.54732	2.09465	0.07857
5490	1.26695	2.11873	0.07988	1.54769	2.10389	0.07829
5491	1.26757	2.12707	0.08013	1.54884	2.11270	0.07749
5492	1.26844	2.13590	0.07952	1.54943	2.12179	0.07699
5493	1.26925	2.14418	0.07935	1.55029	2.13039	0.07788
5494	1.27008	2.15263	0.08029	1.55080	2.13983	0.07780
5495	1.27066	2.16116	0.07989	1.55197	2.14878	0.07840
5496	1.27142	2.16926	0.08002	1.55270	2.15799	0.07805
5497	1.27210	2.17811	0.08017	1.55333	2.16708	0.07800
5498	1.27280	2.18669	0.08024	1.55421	2.17652	0.07817
5499	1.27394	2.19562	0.08054	1.55480	2.18511	0.07889
5500	1.27473	2.20453	0.08076	1.55547	2.19474	0.07859
5501	1.27485	2.21359	0.08084	1.55614	2.20371	0.07906
5502	1.27582	2.22169	0.08107	1.55727	2.21285	0.07916
5503	1.27659	2.23055	0.08086	1.55747	2.22193	0.07920
5504	1.27719	2.23914	0.08028	1.55823	2.23064	0.07892
5505	1.27769	2.24856	0.08005	1.55913	2.23991	0.07827
5506	1.27856	2.25726	0.08062	1.55954	2.24911	0.07776
5507	1.27927	2.26569	0.08054	1.56043	2.25851	0.07734
5508	1.28001	2.27387	0.07957	1.56124	2.26762	0.07817
5509	1.28069	2.28280	0.07984	1.56169	2.27667	0.07763
5510	1.28106	2.29109	0.08001	1.56225	2.28588	0.07789
5511	1.28141	2.29942	0.08013	1.56224	2.29525	0.07773
5512	1.28158	2.30697	0.08040	1.56249	2.30413	0.07779
5513	1.28173	2.31518	0.08014	1.56285	2.31283	0.07733
5514	1.28183	2.32313	0.08027	1.56305	2.32175	0.07775
5515	1.28175	2.33007	0.07995	1.56280	2.33083	0.07761
5516	1.28155	2.33790	0.08002	1.56241	2.33925	0.07714
5517	1.28157	2.34485	0.07980	1.56267	2.34806	0.07709
5518	1.28117	2.35131	0.07909	1.56270	2.35671	0.07630
5519	1.28117	2.35764	0.07879	1.56210	2.36459	0.07712
5520	1.28063	2.36339	0.07906	1.56166	2.37242	0.07691
5521	1.28008	2.36924	0.07909	1.56117	2.37998	0.07651
5522	1.27965	2.37404	0.07898	1.56032	2.38699	0.07615
5523	1.27939	2.37914	0.07877	1.55962	2.39374	0.07593
5524	1.27862	2.38313	0.07832	1.55943	2.39976	0.07549
5525	1.27828	2.38682	0.07825	1.55860	2.40571	0.07560
5526	1.27770	2.39017	0.07823	1.55856	2.41040	0.07570
5527	1.27752	2.39345	0.07899	1.55782	2.41538	0.07588
5528	1.27684	2.39549	0.07825	1.55774	2.41860	0.07529
5529	1.27664	2.39745	0.07825	1.55701	2.42216	0.07574
5530	1.27653	2.39891	0.07826	1.55671	2.42485	0.07551
5531	1.27634	2.39980	0.07825	1.55632	2.42678	0.07546
5532	1.27609	2.40022	0.07834	1.55593	2.42789	0.07546
5533	1.27596	2.40016	0.07842	1.55577	2.42856	0.07521
5534	1.27586	2.39989	0.07838	1.55557	2.42873	0.07507
5535	1.27587	2.39901	0.07849	1.55541	2.42847	0.07533
5536	1.27575	2.39790	0.07875	1.55535	2.42788	0.07544
5537	1.27551	2.39640	0.07905	1.55501	2.42739	0.07550
5538	1.27530	2.39453	0.07890	1.55524	2.42613	0.07570
5539	1.27516	2.39260	0.07935	1.55498	2.42467	0.07593
5540	1.27563	2.38988	0.07899	1.55464	2.42298	0.07633
5541	1.27541	2.38761	0.07949	1.55444	2.42121	0.07671
5542	1.27566	2.38443	0.07916	1.55448	2.41870	0.07657
5543	1.27563	2.38162	0.07950	1.55475	2.41678	0.07653
5544	1.27567	2.37818	0.07945	1.55494	2.41399	0.07620
5545	1.27616	2.37462	0.07982	1.55479	2.41095	0.07696
5546	1.27662	2.37047	0.07975	1.55508	2.40794	0.07666
5547	1.27663	2.36679	0.08001	1.55540	2.40480	0.07690
5548	1.27729	2.36256	0.07974	1.55551	2.40105	0.07680
5549	1.27725	2.35790	0.07946	1.55562	2.39747	0.07663
5550	1.27735	2.35264	0.07931	1.55580	2.39320	0.07672
5551	1.27774	2.34763	0.07932	1.55590	2.38892	0.07676
5552	1.27808	2.34214	0.07918	1.55624	2.38455	0.07680
5553	1.27850	2.33617	0.07957	1.55644	2.37970	0.07639
5554	1.27926	2.33088	0.07996	1.55709	2.37464	0.07631
5555	1.27989	2.32444	0.07962	1.55750	2.36981	0.07660
5556	1.28078	2.31747	0.07890	1.55815	2.36377	0.07639
5557	1.28161	2.31126	0.07897	1.55856	2.35799	0.07616
5558	1.28274	2.30410	0.07959	1.55950	2.35172	0.07596
5559	1.28346	2.29707	0.07973	1.56035	2.34545	0.07676
5560	1.28459	2.29008	0.07982	1.56114	2.33874	0.07655
5561	1.28574	2.28258	0.07959	1.56249	2.33178	0.07680
5562	1.28674	2.27511	0.07979	1.56363	2.32472	0.07699
5563	1.28804	2.26708	0.07974	1.56524	2.31692	0.07695
5564	1.28993	2.25930	0.07969	1.56625	2.30935	0.07666
5565	1.29131	2.25116	0.07992	1.56787	2.30127	0.07674
5566	1.29231	2.24279	0.08001	1.56910	2.29316	0.07711
5567	1.29416	2.23473	0.08041	1.57082	2.28463	0.07716
5568	1.29601	2.22620	0.07966	1.57269	2.27602	0.07678
5569	1.29767	2.21775	0.07990	1.57449	2.26674	0.07657
5570	1.29928	2.20886	0.07956	1.57636	2.25798	0.07694
5571	1.30139	2.20013	0.08022	1.57820	2.24811	0.07713
5572	1.30327	2.19076	0.08014	1.58009	2.23937	0.07701
5573	1.30506	2.18180	0.08009	1.58227	2.22930	0.07781
5574	1.30703	2.17269	0.07976	1.58353	2.21952	0.07781
5575	1.30862	2.16318	0.07950	1.58593	2.20994	0.07757
5576	1.31036	2.15368	0.07957	1.58757	2.19957	0.07738
5577	1.31205	2.14410	0.07940	1.58995	2.18892	0.07730
5578	1.31415	2.13453	0.07974	1.59175	2.17831	0.07713
5579	1.31619	2.12459	0.07990	1.59410	2.16775	0.07697
5580	1.31835	2.11499	0.07946	1.59666	2.15681	0.07710
5581	1.32066	2.10501	0.07963	1.59906	2.14531	0.07736
5582	1.32297	2.09583	0.08051	1.60118	2.13424	0.07732
5583	1.32510	2.08569	0.08102	1.60345	2.12273	0.07786
5584	1.32710	2.07546	0.08024	1.60593	2.11163	0.07817
5585	1.32944	2.06525	0.08029	1.60815	2.09971	0.07734
5586	1.33104	2.05517	0.08024	1.61050	2.08802	0.07778
5587	1.33300	2.04468	0.08077	1.61243	2.07657	0.07842
5588	1.33463	2.03412	0.08109	1.61379	2.06457	0.07877
5589	1.33646	2.02337	0.08086	1.61616	2.05248	0.07814
5590	1.33861	2.01279	0.08075	1.61819	2.04068	0.07871
5591	1.34023	2.00190	0.08101	1.61997	2.02854	0.07899
5592	1.34193	1.99146	0.08113	1.62208	2.01562	0.07860
5593	1.34410	1.98039	0.08076	1.62388	2.00327	0.07847
5594	1.34554	1.96954	0.08080	1.62582	1.99084	0.07857
5595	1.34738	1.95839	0.08046	1.62771	1.97800	0.07788
5596	1.34864	1.94737	0.08049	1.62880	1.96523	0.07777
5597	1.35006	1.93596	0.08029	1.63017	1.95285	0.07829
5598	1.35098	1.92442	0.08045	1.63179	1.94044	0.07847
5599	1.35207	1.91257	0.08085	1.63302	1.92783	0.07849
5600	1.35334	1.90073	0.08059	1.63403	1.91519	0.07828
5601	1.35422	1.88940	0.08025	1.63488	1.90244	0.07826
5602	1.35559	1.87736	0.08038	1.63644	1.88979	0.07809
5603	1.35604	1.86572	0.08014	1.63684	1.87744	0.07929
5604	1.35724	1.85401	0.08079	1.63807	1.86459	0.07928
5605	1.35814	1.84283	0.08085	1.63917	1.85226	0.07913
5606	1.35887	1.83102	0.08101	1.64010	1.83943	0.07993
5607	1.36002	1.81946	0.08110	1.64079	1.82707	0.08007
5608	1.36035	1.80706	0.08128	1.64160	1.81425	0.08002
5609	1.36119	1.79576	0.08134	1.64211	1.80212	0.07986
5610	1.36139	1.78434	0.08098	1.64286	1.79010	0.08000
5611	1.36206	1.77224	0.08117	1.64351	1.77779	0.07983
5612	1.36285	1.76101	0.08080	1.64389	1.76571	0.08023
5613	1.36315	1.74950	0.08104	1.64463	1.75366	0.08003
5614	1.36390	1.73835	0.08107	1.64473	1.74164	0.07975
5615	1.36469	1.72725	0.08169	1.64558	1.72950	0.08005
5616	1.36520	1.71632	0.08144	1.64672	1.71739	0.07911
5617	1.36566	1.70543	0.08125	1.64742	1.70563	0.08019
5618	1.36655	1.69465	0.08106	1.64794	1.69414	0.07950
5619	1.36716	1.68407	0.08159	1.64844	1.68309	0.08042
5620	1.36688	1.67353	0.08177	1.64850	1.67163	0.08052
5621	1.36733	1.66262	0.08157	1.64915	1.66048	0.08073
5622	1.36769	1.65286	0.08239	1.64935	1.64950	0.08085
5623	1.36853	1.64287	0.08213	1.64942	1.63837	0.08058
5624	1.36886	1.63298	0.08143	1.65029	1.62709	0.08044
5625	1.36971	1.62389	0.08106	1.65076	1.61679	0.08043
5626	1.36989	1.61470	0.08094	1.65153	1.60616	0.08014
5627	1.37062	1.60613	0.08099	1.65187	1.59549	0.08009
5628	1.37142	1.59736	0.08153	1.65238	1.58547	0.07961
5629	1.37216	1.58914	0.08126	1.65302	1.57533	0.08015
5630	1.37219	1.58075	0.08211	1.65344	1.56537	0.08039
5631	1.37276	1.57318	0.08153	1.65384	1.55573	0.08063
5632	1.37333	1.56509	0.08204	1.65385	1.54670	0.08079
5633	1.37346	1.55768	0.08192	1.65392	1.53818	0.08078
5634	1.37373	1.55076	0.08217	1.65414	1.52948	0.08048
5635	1.37416	1.54412	0.08136	1.65455	1.52141	0.08032
5636	1.37469	1.53786	0.08181	1.65504	1.51345	0.08145
5637	1.37461	1.53169	0.08197	1.65487	1.50567	0.08125
5638	1.37471	1.52623	0.08194	1.65517	1.49861	0.08179
5639	1.37482	1.52087	0.08237	1.65464	1.49183	0.08207
5640	1.37510	1.51582	0.08237	1.65471	1.48566	0.08254
5641	1.37527	1.51102	0.08283	1.65464	1.47998	0.08229
5642	1.37490	1.50697	0.08183	1.65480	1.47445	0.08169
5643	1.37582	1.50326	0.08206	1.65504	1.46956	0.08176
5644	1.37548	1.49987	0.08162	1.65505	1.46483	0.08091
5645	1.37592	1.49698	0.08206	1.65494	1.46086	0.08104
5646	1.37640	1.49424	0.08225	1.65496	1.45688	0.08135
5647	1.37634	1.49246	0.08231	1.65508	1.45425	0.08187
5648	1.37689	1.49035	0.08217	1.65527	1.45114	0.08202
5649	1.37696	1.48947	0.08205	1.65525	1.44913	0.08187
5650	1.37713	1.48888	0.08185	1.65553	1.44665	0.08133
5651	1.37789	1.48853	0.08228	1.65544	1.44606	0.08158
5652	1.37796	1.48877	0.08232	1.65575	1.44587	0.08186
5653	1.37821	1.48919	0.08224	1.65590	1.44593	0.08172
5654	1.37850	1.49008	0.08215	1.65637	1.44650	0.08160
5655	1.37870	1.49141	0.08177	1.65690	1.44717	0.08145
5656	1.37919	1.49310	0.08170	1.65734	1.44819	0.08138
5657	1.38003	1.49481	0.08161	1.65796	1.44957	0.08162
5658	1.38083	1.49667	0.08141	1.65868	1.45065	0.08117
5659	1.38175	1.49897	0.08128	1.65926	1.45222	0.08128
5660	1.38285	1.50215	0.08195	1.65998	1.45390	0.08137
5661	1.38366	1.50484	0.08198	1.66098	1.45641	0.08097
5662	1.38475	1.50765	0.08135	1.66185	1.45823	0.08080
5663	1.38582	1.51103	0.08138	1.66287	1.46117	0.08146
5664	1.38690	1.51434	0.08157	1.66374	1.46404	0.08122
5665	1.38808	1.51814	0.08167	1.66474	1.46711	0.08080
5666	1.38948	1.52209	0.08169	1.66598	1.47053	0.08106
5667	1.39093	1.52654	0.08176	1.66737	1.47443	0.08133
5668	1.39204	1.53110	0.08150	1.66852	1.47838	0.08092
5669	1.39314	1.53578	0.08198	1.67006	1.48268	0.08150
5670	1.39456	1.54076	0.08198	1.67087	1.48741	0.08122
5671	1.39627	1.54613	0.08151	1.67240	1.49277	0.08171
5672	1.39822	1.55189	0.08185	1.67436	1.49776	0.08148
5673	1.39993	1.55818	0.08164	1.67611	1.50336	0.08119
5674	1.40212	1.56413	0.08129	1.67798	1.50943	0.08067
5675	1.40405	1.57097	0.08099	1.67995	1.51518	0.07997
5676	1.40596	1.57767	0.08106	1.68189	1.52202	0.08029
5677	1.40840	1.58500	0.08123	1.68388	1.52842	0.08074
5678	1.41051	1.59219	0.08150	1.68648	1.53587	0.08120
5679	1.41254	1.60000	0.08173	1.68835	1.54328	0.08130
5680	1.41481	1.60774	0.08139	1.69020	1.55091	0.08052
5681	1.41696	1.61641	0.08073	1.69219	1.55895	0.07995
5682	1.41967	1.62494	0.08087	1.69488	1.56771	0.08018
5683	1.42174	1.63352	0.08074	1.69717	1.57559	0.08000
5684	1.42453	1.64264	0.08150	1.69981	1.58504	0.08025
5685	1.42700	1.65191	0.08175	1.70178	1.59434	0.08096
5686	1.42936	1.66162	0.08136	1.70426	1.60378	0.08096
5687	1.43216	1.67133	0.08122	1.70714	1.61320	0.07994
5688	1.43470	1.68118	0.08098	1.70999	1.62333	0.07985
5689	1.43797	1.69136	0.08080	1.71320	1.63306	0.07986
5690	1.44052	1.70146	0.08111	1.71579	1.64323	0.08051
5691	1.44340	1.71225	0.08149	1.71892	1.65397	0.08106
5692	1.44628	1.72302	0.08133	1.72166	1.66442	0.08052
5693	1.44944	1.73403	0.08054	1.72475	1.67490	0.08022
5694	1.45281	1.74457	0.08110	1.72767	1.68570	0.08020
5695	1.45585	1.75626	0.08118	1.73110	1.69680	0.07977
5696	1.45880	1.76721	0.08107	1.73409	1.70789	0.07972
5697	1.46239	1.77864	0.08081	1.73714	1.71906	0.07961
5698	1.46559	1.79005	0.08136	1.74062	1.73052	0.08028
5699	1.46853	1.80156	0.08141	1.74386	1.74166	0.08005
5700	1.47209	1.81302	0.08124	1.74667	1.75324	0.07967
5701	1.47494	1.82472	0.08106	1.75001	1.76493	0.07968
5702	1.47798	1.83635	0.08177	1.75351	1.77684	0.08012
5703	1.48191	1.84770	0.08164	1.75657	1.78830	0.08043
5704	1.48448	1.85932	0.08145	1.75934	1.79980	0.08020
5705	1.48796	1.87062	0.08169	1.76301	1.81220	0.08062
5706	1.49094	1.88270	0.08190	1.76555	1.82395	0.08055
5707	1.49381	1.89399	0.08201	1.76909	1.83561	0.07998
5708	1.49703	1.90574	0.08204	1.77228	1.84784	0.08023
5709	1.49983	1.91737	0.08144	1.77548	1.85966	0.07950
5710	1.50312	1.92876	0.08105	1.77822	1.87179	0.07901
5711	1.50591	1.94015	0.08140	1.78137	1.88385	0.07868
5712	1.50865	1.95153	0.08119	1.78432	1.89599	0.07854
5713	1.51139	1.96311	0.08163	1.78701	1.90810	0.07943
5714	1.51404	1.97412	0.08246	1.78997	1.92027	0.07979
5715	1.51667	1.98524	0.08182	1.79278	1.93203	0.08001
5716	1.51946	1.99646	0.08230	1.79578	1.94444	0.07974
5717	1.52201	2.00780	0.08126	1.79837	1.95632	0.07895
5718	1.52409	2.01876	0.08108	1.80115	1.96785	0.07834
5719	1.52672	2.02987	0.08083	1.80356	1.98023	0.07799
5720	1.52885	2.04073	0.08089	1.80593	1.99158	0.07825
5721	1.53092	2.05146	0.08115	1.80873	2.00325	0.07840
5722	1.53347	2.06247	0.08125	1.81062	2.01503	0.07886
5723	1.53600	2.07271	0.08071	1.81319	2.02657	0.07900
5724	1.53774	2.08343	0.08106	1.81580	2.03815	0.07863
5725	1.53988	2.09410	0.08049	1.81762	2.04936	0.07843
5726	1.54210	2.10426	0.08051	1.82029	2.06023	0.07833
5727	1.54472	2.11501	0.08069	1.82276	2.07096	0.07773
5728	1.54718	2.12453	0.08051	1.82468	2.08143	0.07801
5729	1.54919	2.13480	0.08130	1.82715	2.09177	0.07771
5730	1.55130	2.14469	0.08100	1.82940	2.10216	0.07756
5731	1.55319	2.15409	0.08033	1.83078	2.11246	0.07742
5732	1.55517	2.16304	0.08007	1.83320	2.12210	0.07744
5733	1.55649	2.17276	0.08068	1.83524	2.13188	0.07741
5734	1.55880	2.18163	0.08094	1.83734	2.14122	0.07734
5735	1.55999	2.19028	0.08064	1.83841	2.15136	0.07788
5736	1.56168	2.19795	0.08092	1.84028	2.16019	0.07754
5737	1.56283	2.20613	0.08131	1.84179	2.16917	0.07781
5738	1.56410	2.21396	0.08145	1.84273	2.17800	0.07832
5739	1.56497	2.22136	0.08163	1.84445	2.18626	0.07853
5740	1.56577	2.22781	0.08099	1.84578	2.19449	0.07890
5741	1.56719	2.23433	0.08067	1.84645	2.20262	0.07837
5742	1.56791	2.24193	0.08153	1.84764	2.21007	0.07807
5743	1.56897	2.24775	0.08103	1.84889	2.21750	0.07802
5744	1.56987	2.25377	0.08092	1.84959	2.22459	0.07747
5745	1.57100	2.25963	0.08129	1.85032	2.23109	0.07728
5746	1.57145	2.26520	0.08023	1.85108	2.23722	0.07708
5747	1.57167	2.27030	0.08023	1.85189	2.24384	0.07685
5748	1.57248	2.27467	0.08008	1.85252	2.24946	0.07670
5749	1.57255	2.27973	0.08015	1.85305	2.25520	0.07717
5750	1.57314	2.28362	0.07995	1.85302	2.26001	0.07707
5751	1.57301	2.28711	0.07983	1.85342	2.26593	0.07703
5752	1.57323	2.29041	0.07975	1.85357	2.27001	0.07712
5753	1.57345	2.29418	0.08003	1.85422	2.27512	0.07689
5754	1.57377	2.29675	0.07925	1.85430	2.27855	0.07671
5755	1.57362	2.29984	0.07957	1.85462	2.28186	0.07614
5756	1.57360	2.30212	0.08023	1.85448	2.28519	0.07675
5757	1.57380	2.30436	0.08038	1.85435	2.28882	0.07715
5758	1.57381	2.30576	0.08054	1.85444	2.29100	0.07720
5759	1.57367	2.30702	0.08066	1.85426	2.29305	0.07678
5760	1.57328	2.30812	0.08044	1.85421	2.29547	0.07683
5761	1.57319	2.30846	0.07980	1.85427	2.29709	0.07667
5762	1.57294	2.30887	0.07949	1.85397	2.29855	0.07667
5763	1.57277	2.30887	0.07942	1.85360	2.29949	0.07690
5764	1.57258	2.30867	0.07952	1.85338	2.29985	0.07668
5765	1.57206	2.30848	0.07969	1.85302	2.30001	0.07666
5766	1.57197	2.30730	0.07956	1.85289	2.29981	0.07663
5767	1.57167	2.30603	0.07961	1.85270	2.29925	0.07653
5768	1.57147	2.30489	0.07936	1.85254	2.29842	0.07646
5769	1.57110	2.30315	0.07918	1.85220	2.29706	0.07645
5770	1.57067	2.30131	0.07958	1.85161	2.29581	0.07629
5771	1.57042	2.29899	0.07947	1.85130	2.29405	0.07655
5772	1.57000	2.29599	0.07987	1.85103	2.29222	0.07659
5773	1.56979	2.29316	0.07955	1.85097	2.29022	0.07653
5774	1.56947	2.28989	0.08012	1.85041	2.28829	0.07675
5775	1.56918	2.28642	0.07965	1.85035	2.28539	0.07686
5776	1.56881	2.28280	0.07972	1.85031	2.28215	0.07682
5777	1.56899	2.27843	0.07987	1.85001	2.27910	0.07665
5778	1.56853	2.27462	0.08029	1.84989	2.27483	0.07687
5779	1.56843	2.27018	0.07989	1.84977	2.27102	0.07676
5780	1.56834	2.26541	0.07988	1.84966	2.26613	0.07653
5781	1.56854	2.26034	0.08008	1.84979	2.26114	0.07649
5782	1.56846	2.25507	0.07978	1.84997	2.25646	0.07703
5783	1.56859	2.24923	0.07981	1.84995	2.25103	0.07693
5784	1.56901	2.24357	0.07993	1.85000	2.24480	0.07644
5785	1.56879	2.23698	0.07961	1.85005	2.23852	0.07654
5786	1.56901	2.23093	0.07926	1.85005	2.23233	0.07636
5787	1.56908	2.22422	0.07994	1.85054	2.22543	0.07626
5788	1.56948	2.21750	0.07998	1.85061	2.21822	0.07666
5789	1.56956	2.21001	0.07973	1.85114	2.21066	0.07634
5790	1.56980	2.20289	0.08036	1.85121	2.20296	0.07701
5791	1.57027	2.19556	0.08026	1.85157	2.19521	0.07614
5792	1.57078	2.18750	0.08003	1.85245	2.18637	0.07691
5793	1.57097	2.17941	0.07982	1.85180	2.17776	0.07636
5794	1.57129	2.17130	0.08022	1.85229	2.16906	0.07680
5795	1.57167	2.16281	0.07983	1.85289	2.15988	0.07719
5796	1.57154	2.15397	0.07978	1.85288	2.15081	0.07684
5797	1.57202	2.14520	0.07920	1.85330	2.14115	0.07651
5798	1.57273	2.13544	0.08000	1.85399	2.13124	0.07685
5799	1.57346	2.12673	0.07990	1.85401	2.12116	0.07767
5800	1.57365	2.11744	0.08031	1.85483	2.11031	0.07719
5801	1.57399	2.10783	0.08023	1.85530	2.10000	0.07724
5802	1.57438	2.09836	0.08014	1.85580	2.08929	0.07726
5803	1.57481	2.08866	0.08038	1.85614	2.07815	0.07762
5804	1.57554	2.07814	0.08072	1.85675	2.06678	0.07778
5805	1.57572	2.06844	0.08125	1.85739	2.05518	0.07776
5806	1.57619	2.05793	0.08056	1.85723	2.04355	0.07857
5807	1.57634	2.04753	0.08101	1.85795	2.03127	0.07808
5808	1.57737	2.03614	0.08116	1.85801	2.01921	0.07804
5809	1.57770	2.02576	0.08078	1.85844	2.00668	0.07855
5810	1.57771	2.01479	0.08124	1.85843	1.99385	0.07851
5811	1.57797	2.00385	0.08129	1.85869	1.98081	0.07808
5812	1.57850	1.99241	0.08099	1.85863	1.96803	0.07752
5813	1.57870	1.98123	0.08016	1.85839	1.95424	0.07760
5814	1.57860	1.96924	0.08071	1.85875	1.94123	0.07831
5815	1.57870	1.95775	0.08118	1.85840	1.92745	0.07827
5816	1.57909	1.94641	0.08114	1.85826	1.91334	0.07819
5817	1.57915	1.93455	0.08088	1.85810	1.89909	0.07752
5818	1.57944	1.92290	0.08105	1.85821	1.88529	0.07816
5819	1.57916	1.91144	0.08135	1.85756	1.87101	0.07852
5820	1.57923	1.89950	0.08152	1.85742	1.85657	0.07854
5821	1.57899	1.88758	0.08198	1.85659	1.84275	0.07857
5822	1.57872	1.87587	0.08200	1.85570	1.82883	0.08010
5823	1.57767	1.86395	0.08241	1.85469	1.81469	0.08130
5824	1.57695	1.85195	0.08289	1.85358	1.80083	0.08142
5825	1.57572	1.84023	0.08294	1.85190	1.78708	0.08177
5826	1.57468	1.82784	0.08303	1.85060	1.77351	0.08128
5827	1.57416	1.81628	0.08276	1.84940	1.76015	0.08094
5828	1.57339	1.80475	0.08216	1.84828	1.74623	0.08022
5829	1.57254	1.79390	0.08210	1.84698	1.73215	0.07937
5830	1.57210	1.78241	0.08145	1.84625	1.71808	0.07931
5831	1.57081	1.77085	0.08186	1.84397	1.70414	0.07947
5832	1.56996	1.76020	0.08234	1.84229	1.69093	0.07979
5833	1.56874	1.74909	0.08245	1.84081	1.67696	0.07986
5834	1.56720	1.73826	0.08247	1.83880	1.66383	0.07944
5835	1.56558	1.72675	0.08168	1.83658	1.65025	0.07989
5836	1.56382	1.71592	0.08161	1.83452	1.63787	0.08001
5837	1.56201	1.70523	0.08171	1.83175	1.62577	0.08097
5838	1.56005	1.69466	0.08230	1.82955	1.61361	0.08150
5839	1.55801	1.68448	0.08191	1.82710	1.60193	0.08175
5840	1.55646	1.67401	0.08202	1.82435	1.58928	0.08082
5841	1.55468	1.66450	0.08214	1.82232	1.57731	0.08066
5842	1.55302	1.65518	0.08217	1.81993	1.56481	0.08048
5843	1.55191	1.64612	0.08221	1.81754	1.55292	0.08017
5844	1.55090	1.63707	0.08290	1.81525	1.54163	0.08112
5845	1.54904	1.62816	0.08294	1.81283	1.53011	0.08124
5846	1.54732	1.61954	0.08238	1.81023	1.51872	0.08154
5847	1.54581	1.61120	0.08258	1.80759	1.50818	0.08147
5848	1.54359	1.60276	0.08250	1.80512	1.49858	0.08191
5849	1.54164	1.59487	0.08243	1.80255	1.48902	0.08135
5850	1.53997	1.58728	0.08271	1.79979	1.47965	0.08173
5851	1.53763	1.57980	0.08253	1.79730	1.46982	0.08148
5852	1.53650	1.57256	0.08195	1.79469	1.46108	0.08119
5853	1.53525	1.56642	0.08301	1.79280	1.45263	0.08202
5854	1.53418	1.56001	0.08313	1.78975	1.44446	0.08278
5855	1.53286	1.55421	0.08324	1.78811	1.43631	0.08254
5856	1.53212	1.54844	0.08327	1.78605	1.42789	0.08225
5857	1.53133	1.54342	0.08356	1.78380	1.42010	0.08192
5858	1.53073	1.53854	0.08245	1.78184	1.41328	0.08131
5859	1.53020	1.53424	0.08287	1.78030	1.40610	0.08097
5860	1.52975	1.53010	0.08280	1.77952	1.39956	0.08188
5861	1.52945	1.52647	0.08264	1.77753	1.39394	0.08166
5862	1.52869	1.52353	0.08299	1.77614	1.38921	0.08229
5863	1.52860	1.52045	0.08295	1.77495	1.38521	0.08234
5864	1.52853	1.51782	0.08314	1.77412	1.38082	0.08237
5865	1.52818	1.51593	0.08271	1.77304	1.37730	0.08221
5866	1.52827	1.51435	0.08282	1.77203	1.37395	0.08202
5867	1.52838	1.51281	0.08277	1.77119	1.37211	0.08218
5868	1.52861	1.51223	0.08255	1.77099	1.36870	0.08157
5869	1.52916	1.51188	0.08263	1.77052	1.36767	0.08149
5870	1.52987	1.51198	0.08262	1.77036	1.36592	0.08106
5871	1.53052	1.51220	0.08262	1.77056	1.36492	0.08105
5872	1.53135	1.51278	0.08223	1.77068	1.36464	0.08094
5873	1.53253	1.51355	0.08217	1.77115	1.36452	0.08085
5874	1.53411	1.51447	0.08295	1.77190	1.36451	0.08115
5875	1.53574	1.51585	0.08274	1.77287	1.36454	0.08106
5876	1.53740	1.51728	0.08287	1.77392	1.36495	0.08121
5877	1.53933	1.51887	0.08277	1.77468	1.36510	0.08127
5878	1.54157	1.52032	0.08283	1.77568	1.36627	0.08211
5879	1.54366	1.52272	0.08235	1.77671	1.36555	0.08081
5880	1.54597	1.52453	0.08309	1.77838	1.36609	0.08076
5881	1.54815	1.52674	0.08262	1.78054	1.36771	0.08131
5882	1.55040	1.52907	0.08245	1.78223	1.36908	0.08202
5883	1.55331	1.53140	0.08263	1.78401	1.37072	0.08232
5884	1.55513	1.53388	0.08220	1.78518	1.37166	0.08199
5885	1.55851	1.53615	0.08256	1.78698	1.37257	0.08135
5886	1.56156	1.53848	0.08239	1.78933	1.37427	0.08117
5887	1.56443	1.54149	0.08206	1.79111	1.37552	0.08104
5888	1.56797	1.54435	0.08207	1.79362	1.37778	0.08120
5889	1.57112	1.54748	0.08214	1.79636	1.37998	0.08162
