	Z:\Vacuum\Pilot Testing\Test_Aug11\FV_furniture.c3d	Z:\Vacuum\Pilot Testing\Test_Aug11\FV_furniture.c3d	Z:\Vacuum\Pilot Testing\Test_Aug11\FV_furniture.c3d	Z:\Vacuum\Pilot Testing\Test_Aug11\FV_furniture.c3d	Z:\Vacuum\Pilot Testing\Test_Aug11\FV_furniture.c3d	Z:\Vacuum\Pilot Testing\Test_Aug11\FV_furniture.c3d
	FVHL	FVHL	FVHL	FVHR	FVHR	FVHR
	TARGET	TARGET	TARGET	TARGET	TARGET	TARGET
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z
398	1.53460	0.31106	0.08563	1.55705	0.03139	0.08557
399	1.54136	0.31062	0.08484	1.56333	0.03064	0.08520
400	1.54782	0.31211	0.08621	1.56885	0.03073	0.08557
401	1.55511	0.31114	0.08572	1.57461	0.03084	0.08626
402	1.56221	0.31121	0.08511	1.58049	0.03147	0.08642
403	1.56909	0.31048	0.08495	1.58665	0.03075	0.08593
404	1.57445	0.31155	0.08534	1.59130	0.03058	0.08474
405	1.58146	0.31049	0.08475	1.59651	0.03064	0.08581
406	1.58689	0.31069	0.08512	1.60122	0.03043	0.08481
407	1.59284	0.31036	0.08524	1.60588	0.02938	0.08449
408	1.59840	0.31006	0.08557	1.60945	0.02932	0.08519
409	1.60389	0.30902	0.08574	1.61365	0.02868	0.08456
410	1.60911	0.30932	0.08505	1.61798	0.02888	0.08553
411	1.61312	0.30964	0.08667	1.62125	0.02852	0.08546
412	1.61808	0.30896	0.08598	1.62442	0.02832	0.08524
413	1.62176	0.30857	0.08498	1.62695	0.02770	0.08465
414	1.62538	0.30779	0.08545	1.62958	0.02724	0.08485
415	1.62832	0.30762	0.08543	1.63179	0.02640	0.08459
416	1.63092	0.30734	0.08567	1.63316	0.02612	0.08498
417	1.63276	0.30694	0.08518	1.63404	0.02602	0.08497
418	1.63538	0.30627	0.08529	1.63464	0.02559	0.08474
419	1.63642	0.30565	0.08527	1.63492	0.02509	0.08454
420	1.63715	0.30569	0.08540	1.63490	0.02459	0.08436
421	1.63772	0.30551	0.08507	1.63462	0.02461	0.08448
422	1.63812	0.30546	0.08504	1.63384	0.02418	0.08422
423	1.63749	0.30500	0.08524	1.63245	0.02394	0.08387
424	1.63685	0.30486	0.08520	1.63126	0.02368	0.08412
425	1.63619	0.30490	0.08513	1.62945	0.02313	0.08349
426	1.63476	0.30463	0.08521	1.62697	0.02295	0.08357
427	1.63343	0.30378	0.08530	1.62524	0.02303	0.08438
428	1.63108	0.30422	0.08581	1.62280	0.02278	0.08411
429	1.62942	0.30383	0.08532	1.61967	0.02333	0.08413
430	1.62674	0.30408	0.08570	1.61697	0.02323	0.08347
431	1.62385	0.30390	0.08558	1.61310	0.02335	0.08450
432	1.62026	0.30438	0.08456	1.60902	0.02400	0.08389
433	1.61650	0.30451	0.08473	1.60499	0.02338	0.08335
434	1.61275	0.30476	0.08469	1.60108	0.02293	0.08347
435	1.60846	0.30484	0.08502	1.59612	0.02349	0.08355
436	1.60402	0.30515	0.08498	1.59073	0.02439	0.08391
437	1.59927	0.30577	0.08547	1.58532	0.02495	0.08437
438	1.59303	0.30573	0.08428	1.57927	0.02491	0.08390
439	1.58731	0.30593	0.08516	1.57381	0.02613	0.08425
440	1.58115	0.30711	0.08565	1.56787	0.02602	0.08383
441	1.57390	0.30735	0.08370	1.56155	0.02660	0.08341
442	1.56782	0.30829	0.08444	1.55486	0.02756	0.08301
443	1.56018	0.30959	0.08443	1.54777	0.02879	0.08327
444	1.55275	0.31041	0.08380	1.54060	0.02948	0.08384
445	1.54537	0.31081	0.08465	1.53336	0.03038	0.08368
446	1.53702	0.31131	0.08433	1.52590	0.03089	0.08404
447	1.52901	0.31209	0.08469	1.51806	0.03159	0.08374
448	1.51964	0.31378	0.08394	1.51014	0.03298	0.08393
449	1.51164	0.31478	0.08438	1.50172	0.03381	0.08349
450	1.50231	0.31558	0.08549	1.49374	0.03484	0.08362
451	1.49329	0.31658	0.08490	1.48493	0.03545	0.08411
452	1.48356	0.31711	0.08426	1.47602	0.03619	0.08430
453	1.47381	0.31847	0.08502	1.46726	0.03769	0.08442
454	1.46409	0.31925	0.08528	1.45761	0.03838	0.08361
455	1.45368	0.32066	0.08550	1.44896	0.03911	0.08341
456	1.44332	0.32184	0.08552	1.43888	0.04072	0.08429
457	1.43249	0.32254	0.08496	1.42949	0.04141	0.08428
458	1.42220	0.32324	0.08522	1.41998	0.04226	0.08396
459	1.41141	0.32379	0.08521	1.40949	0.04350	0.08402
460	1.39955	0.32568	0.08471	1.39971	0.04397	0.08318
461	1.38780	0.32572	0.08512	1.38918	0.04530	0.08435
462	1.37672	0.32696	0.08518	1.37900	0.04609	0.08346
463	1.36465	0.32717	0.08555	1.36801	0.04676	0.08335
464	1.35350	0.32786	0.08438	1.35716	0.04783	0.08379
465	1.34129	0.32828	0.08422	1.34633	0.04817	0.08262
466	1.32926	0.32922	0.08485	1.33524	0.04860	0.08250
467	1.31739	0.32974	0.08477	1.32405	0.04906	0.08253
468	1.30499	0.33052	0.08461	1.31293	0.04997	0.08378
469	1.29193	0.33142	0.08419	1.30046	0.04982	0.08197
470	1.28004	0.33154	0.08481	1.28891	0.05083	0.08207
471	1.26620	0.33224	0.08504	1.27704	0.05105	0.08175
472	1.25405	0.33228	0.08521	1.26508	0.05173	0.08291
473	1.24012	0.33243	0.08493	1.25256	0.05178	0.08270
474	1.22707	0.33295	0.08555	1.24042	0.05176	0.08178
475	1.21431	0.33268	0.08591	1.22750	0.05234	0.08253
476	1.20093	0.33260	0.08623	1.21424	0.05239	0.08286
477	1.18758	0.33270	0.08582	1.20125	0.05179	0.08253
478	1.17415	0.33283	0.08554	1.18872	0.05168	0.08330
479	1.16057	0.33219	0.08545	1.17505	0.05224	0.08270
480	1.14681	0.33221	0.08547	1.16147	0.05149	0.08151
481	1.13345	0.33224	0.08505	1.14863	0.05155	0.08162
482	1.12041	0.33148	0.08461	1.13481	0.05140	0.08259
483	1.10621	0.33156	0.08489	1.12185	0.05086	0.08062
484	1.09331	0.33111	0.08409	1.10907	0.05148	0.08196
485	1.07927	0.33105	0.08351	1.09536	0.05101	0.08138
486	1.06620	0.33088	0.08463	1.08177	0.05057	0.08109
487	1.05186	0.33093	0.08413	1.06846	0.05053	0.08082
488	1.03850	0.33010	0.08459	1.05503	0.04967	0.08109
489	1.02442	0.33038	0.08494	1.04191	0.04996	0.08192
490	1.01080	0.33016	0.08423	1.02828	0.04937	0.08208
491	0.99711	0.33014	0.08500	1.01503	0.04927	0.08195
492	0.98359	0.32973	0.08460	1.00165	0.04946	0.08113
493	0.96970	0.32928	0.08437	0.98810	0.04888	0.08171
494	0.95559	0.32938	0.08493	0.97450	0.04874	0.08168
495	0.94279	0.32872	0.08522	0.96153	0.04836	0.08135
496	0.92840	0.32848	0.08441	0.94811	0.04888	0.08130
497	0.91535	0.32836	0.08415	0.93552	0.04822	0.08109
498	0.90214	0.32819	0.08389	0.92244	0.04759	0.08029
499	0.88807	0.32746	0.08384	0.90950	0.04787	0.08054
500	0.87500	0.32713	0.08348	0.89729	0.04712	0.08126
501	0.86113	0.32720	0.08437	0.88417	0.04706	0.08096
502	0.84750	0.32684	0.08337	0.87114	0.04671	0.08069
503	0.83475	0.32666	0.08305	0.85894	0.04697	0.08066
504	0.82124	0.32658	0.08342	0.84704	0.04654	0.08027
505	0.80798	0.32572	0.08367	0.83439	0.04559	0.07988
506	0.79582	0.32468	0.08355	0.82270	0.04552	0.08128
507	0.78278	0.32468	0.08432	0.81056	0.04485	0.08129
508	0.77015	0.32388	0.08403	0.79819	0.04483	0.08055
509	0.75787	0.32334	0.08305	0.78637	0.04347	0.07969
510	0.74592	0.32285	0.08284	0.77520	0.04328	0.07949
511	0.73389	0.32266	0.08379	0.76352	0.04272	0.07911
512	0.72157	0.32151	0.08301	0.75328	0.04158	0.07907
513	0.70988	0.32131	0.08276	0.74160	0.04206	0.07974
514	0.69834	0.32071	0.08303	0.73146	0.04145	0.08047
515	0.68675	0.31946	0.08250	0.72084	0.04118	0.07964
516	0.67591	0.31899	0.08260	0.71080	0.04086	0.07931
517	0.66579	0.31904	0.08250	0.70024	0.04027	0.07927
518	0.65410	0.31836	0.08294	0.69047	0.03956	0.07944
519	0.64297	0.31786	0.08308	0.68239	0.03917	0.07941
520	0.63328	0.31760	0.08172	0.67252	0.03858	0.07846
521	0.62336	0.31651	0.08242	0.66324	0.03858	0.07956
522	0.61287	0.31613	0.08240	0.65520	0.03798	0.07900
523	0.60332	0.31574	0.08224	0.64655	0.03813	0.07937
524	0.59460	0.31516	0.08229	0.63886	0.03747	0.07878
525	0.58488	0.31415	0.08242	0.63139	0.03733	0.07905
526	0.57597	0.31369	0.08279	0.62390	0.03752	0.07881
527	0.56758	0.31405	0.08228	0.61715	0.03703	0.07889
528	0.55982	0.31295	0.08164	0.60957	0.03679	0.07899
529	0.55206	0.31255	0.08214	0.60417	0.03636	0.07856
530	0.54483	0.31159	0.08233	0.59833	0.03616	0.07938
531	0.53864	0.31104	0.08221	0.59177	0.03556	0.07896
532	0.53189	0.31035	0.08232	0.58676	0.03540	0.07892
533	0.52583	0.31019	0.08268	0.58202	0.03459	0.07864
534	0.52009	0.30993	0.08184	0.57634	0.03367	0.07898
535	0.51513	0.30865	0.08199	0.57318	0.03440	0.07862
536	0.51095	0.30892	0.08195	0.56901	0.03394	0.07901
537	0.50732	0.30778	0.08211	0.56575	0.03321	0.07839
538	0.50445	0.30763	0.08202	0.56315	0.03328	0.07913
539	0.50127	0.30737	0.08176	0.56025	0.03274	0.07859
540	0.49959	0.30701	0.08242	0.55915	0.03231	0.07883
541	0.49865	0.30656	0.08208	0.55787	0.03222	0.07947
542	0.49813	0.30704	0.08264	0.55751	0.03245	0.07952
543	0.49842	0.30684	0.08233	0.55788	0.03245	0.07956
544	0.49904	0.30699	0.08243	0.55840	0.03239	0.07900
545	0.50021	0.30718	0.08195	0.55880	0.03235	0.07869
546	0.50180	0.30754	0.08134	0.56077	0.03312	0.07795
547	0.50437	0.30785	0.08141	0.56343	0.03299	0.07778
548	0.50705	0.30803	0.08067	0.56523	0.03324	0.07754
549	0.50946	0.30910	0.08124	0.56831	0.03429	0.07823
550	0.51290	0.30939	0.08100	0.57169	0.03484	0.07795
551	0.51606	0.31021	0.08121	0.57494	0.03528	0.07814
552	0.51987	0.31090	0.08104	0.57889	0.03613	0.07778
553	0.52407	0.31174	0.08149	0.58335	0.03668	0.07825
554	0.52873	0.31285	0.08210	0.58794	0.03760	0.07801
555	0.53343	0.31371	0.08165	0.59375	0.03922	0.07927
556	0.53924	0.31482	0.08166	0.59897	0.03973	0.07870
557	0.54469	0.31602	0.08171	0.60421	0.04170	0.07846
558	0.55060	0.31728	0.08180	0.61100	0.04244	0.07782
559	0.55739	0.31835	0.08114	0.61750	0.04445	0.07823
560	0.56471	0.32000	0.08074	0.62419	0.04512	0.07745
561	0.57120	0.32124	0.08129	0.63216	0.04711	0.07859
562	0.57918	0.32288	0.08132	0.63910	0.04846	0.07930
563	0.58627	0.32453	0.08179	0.64702	0.05010	0.07899
564	0.59398	0.32597	0.08156	0.65529	0.05192	0.07887
565	0.60252	0.32760	0.08149	0.66376	0.05355	0.07754
566	0.61233	0.32932	0.08241	0.67222	0.05574	0.07858
567	0.62075	0.33115	0.08177	0.68235	0.05673	0.07835
568	0.62983	0.33298	0.08168	0.69177	0.05893	0.07867
569	0.63908	0.33497	0.08200	0.70143	0.06110	0.07870
570	0.64874	0.33717	0.08227	0.71169	0.06259	0.07819
571	0.65826	0.33896	0.08180	0.72128	0.06494	0.07829
572	0.66856	0.34091	0.08202	0.73062	0.06695	0.07833
573	0.67867	0.34275	0.08234	0.74220	0.06929	0.07867
574	0.68860	0.34514	0.08296	0.75250	0.07154	0.07934
575	0.69918	0.34714	0.08263	0.76338	0.07384	0.07929
576	0.70982	0.34955	0.08227	0.77411	0.07624	0.07932
577	0.72024	0.35205	0.08236	0.78477	0.07875	0.07968
578	0.73093	0.35470	0.08287	0.79666	0.08079	0.07822
579	0.74181	0.35650	0.08266	0.80716	0.08285	0.07779
580	0.75315	0.35854	0.08309	0.81871	0.08623	0.07966
581	0.76321	0.36147	0.08400	0.83042	0.08858	0.08057
582	0.77432	0.36448	0.08365	0.84186	0.09097	0.08079
583	0.78503	0.36697	0.08366	0.85321	0.09392	0.07993
584	0.79674	0.36913	0.08388	0.86425	0.09620	0.07910
585	0.80727	0.37228	0.08319	0.87669	0.09945	0.07946
586	0.81859	0.37445	0.08405	0.88823	0.10209	0.07937
587	0.82941	0.37696	0.08335	0.89941	0.10553	0.07997
588	0.84022	0.38047	0.08336	0.91185	0.10843	0.07987
589	0.85073	0.38350	0.08406	0.92320	0.11179	0.08023
590	0.86275	0.38584	0.08411	0.93549	0.11466	0.07979
591	0.87375	0.38876	0.08386	0.94748	0.11815	0.08073
592	0.88540	0.39118	0.08377	0.95968	0.12130	0.08053
593	0.89662	0.39432	0.08395	0.97107	0.12409	0.08033
594	0.90754	0.39722	0.08426	0.98298	0.12716	0.08048
595	0.91866	0.40020	0.08438	0.99459	0.13010	0.08098
596	0.93010	0.40300	0.08396	1.00617	0.13249	0.08156
597	0.94106	0.40585	0.08479	1.01768	0.13583	0.08194
598	0.95263	0.40866	0.08481	1.02901	0.13855	0.08218
599	0.96419	0.41104	0.08473	1.04037	0.14094	0.08114
600	0.97586	0.41409	0.08501	1.05157	0.14393	0.08224
601	0.98694	0.41674	0.08461	1.06299	0.14579	0.08184
602	0.99876	0.41923	0.08538	1.07446	0.14820	0.08183
603	1.01143	0.42139	0.08413	1.08532	0.15069	0.08213
604	1.02348	0.42418	0.08482	1.09612	0.15295	0.08213
605	1.03505	0.42636	0.08391	1.10704	0.15487	0.08175
606	1.04693	0.42902	0.08481	1.11762	0.15732	0.08190
607	1.05887	0.43112	0.08473	1.12854	0.15908	0.08174
608	1.07042	0.43345	0.08431	1.13979	0.16087	0.08186
609	1.08258	0.43608	0.08564	1.15054	0.16310	0.08135
610	1.09387	0.43810	0.08563	1.16126	0.16548	0.08253
611	1.10544	0.44027	0.08466	1.17251	0.16717	0.08238
612	1.11739	0.44246	0.08495	1.18374	0.16961	0.08297
613	1.12902	0.44489	0.08473	1.19415	0.17144	0.08250
614	1.14011	0.44656	0.08525	1.20465	0.17347	0.08193
615	1.15171	0.44850	0.08490	1.21514	0.17433	0.08135
616	1.16332	0.44995	0.08437	1.22517	0.17657	0.08223
617	1.17526	0.45185	0.08466	1.23611	0.17821	0.08208
618	1.18613	0.45410	0.08525	1.24618	0.17955	0.08189
619	1.19838	0.45528	0.08484	1.25640	0.18123	0.08263
620	1.20985	0.45708	0.08557	1.26656	0.18265	0.08228
621	1.22138	0.45881	0.08475	1.27658	0.18366	0.08194
622	1.23276	0.45967	0.08464	1.28688	0.18460	0.08177
623	1.24370	0.46125	0.08420	1.29669	0.18633	0.08227
624	1.25470	0.46298	0.08505	1.30645	0.18683	0.08241
625	1.26584	0.46429	0.08507	1.31632	0.18803	0.08238
626	1.27724	0.46515	0.08479	1.32559	0.18864	0.08264
627	1.28802	0.46635	0.08426	1.33541	0.18959	0.08286
628	1.29941	0.46708	0.08400	1.34472	0.19018	0.08227
629	1.31021	0.46820	0.08443	1.35366	0.19107	0.08163
630	1.32089	0.46812	0.08386	1.36302	0.19036	0.08163
631	1.33178	0.46970	0.08447	1.37193	0.19078	0.08244
632	1.34271	0.46997	0.08484	1.38043	0.19157	0.08262
633	1.35344	0.47021	0.08380	1.38939	0.19148	0.08236
634	1.36407	0.47105	0.08446	1.39784	0.19141	0.08197
635	1.37448	0.47129	0.08450	1.40619	0.19164	0.08213
636	1.38524	0.47090	0.08419	1.41406	0.19116	0.08182
637	1.39532	0.47097	0.08386	1.42280	0.19140	0.08128
638	1.40584	0.47116	0.08396	1.43138	0.19131	0.08182
639	1.41587	0.47163	0.08423	1.43956	0.19113	0.08085
640	1.42572	0.47141	0.08414	1.44762	0.19127	0.08217
641	1.43574	0.47089	0.08406	1.45537	0.19075	0.08179
642	1.44517	0.47165	0.08452	1.46380	0.19120	0.08249
643	1.45483	0.47103	0.08383	1.47234	0.19081	0.08276
644	1.46415	0.47087	0.08396	1.47965	0.19030	0.08165
645	1.47389	0.47029	0.08346	1.48816	0.18966	0.08198
646	1.48213	0.47070	0.08303	1.49620	0.18981	0.08256
647	1.49131	0.47057	0.08361	1.50449	0.19013	0.08210
648	1.50051	0.46980	0.08339	1.51299	0.18951	0.08191
649	1.50934	0.46991	0.08356	1.52132	0.18935	0.08208
650	1.51817	0.47055	0.08364	1.52925	0.18948	0.08246
651	1.52688	0.47013	0.08402	1.53725	0.18939	0.08256
652	1.53530	0.46973	0.08381	1.54504	0.18907	0.08250
653	1.54398	0.47007	0.08338	1.55366	0.18891	0.08254
654	1.55303	0.47045	0.08372	1.56236	0.18894	0.08236
655	1.56146	0.46953	0.08421	1.57039	0.18836	0.08232
656	1.57056	0.46913	0.08410	1.57910	0.18823	0.08242
657	1.57868	0.46896	0.08487	1.58699	0.18818	0.08297
658	1.58820	0.46920	0.08437	1.59508	0.18803	0.08304
659	1.59664	0.46862	0.08420	1.60379	0.18771	0.08266
660	1.60576	0.46851	0.08443	1.61235	0.18742	0.08291
661	1.61474	0.46776	0.08387	1.62024	0.18723	0.08246
662	1.62425	0.46758	0.08377	1.62914	0.18716	0.08218
663	1.63204	0.46730	0.08330	1.63747	0.18663	0.08198
664	1.64098	0.46781	0.08323	1.64595	0.18722	0.08253
665	1.64933	0.46815	0.08419	1.65512	0.18669	0.08236
666	1.65826	0.46831	0.08361	1.66327	0.18661	0.08217
667	1.66732	0.46812	0.08320	1.67274	0.18632	0.08169
668	1.67616	0.46788	0.08375	1.68159	0.18704	0.08216
669	1.68583	0.46661	0.08364	1.69104	0.18669	0.08280
670	1.69362	0.46812	0.08391	1.69966	0.18742	0.08255
671	1.70300	0.46730	0.08301	1.70922	0.18647	0.08145
672	1.71156	0.46747	0.08338	1.71826	0.18716	0.08190
673	1.72095	0.46741	0.08299	1.72789	0.18700	0.08185
674	1.72993	0.46779	0.08274	1.73764	0.18718	0.08259
675	1.73869	0.46806	0.08338	1.74664	0.18731	0.08227
676	1.74752	0.46818	0.08381	1.75617	0.18818	0.08246
677	1.75713	0.46859	0.08309	1.76610	0.18851	0.08274
678	1.76595	0.46908	0.08343	1.77582	0.18818	0.08248
679	1.77515	0.46950	0.08386	1.78549	0.18896	0.08272
680	1.78411	0.47035	0.08329	1.79551	0.18984	0.08170
681	1.79292	0.47055	0.08306	1.80549	0.18986	0.08155
682	1.80231	0.47083	0.08286	1.81532	0.19089	0.08179
683	1.81095	0.47148	0.08279	1.82595	0.19170	0.08179
684	1.81997	0.47237	0.08346	1.83536	0.19197	0.08224
685	1.82884	0.47238	0.08292	1.84521	0.19292	0.08217
686	1.83762	0.47344	0.08292	1.85519	0.19381	0.08185
687	1.84647	0.47422	0.08324	1.86523	0.19400	0.08152
688	1.85507	0.47551	0.08325	1.87517	0.19550	0.08272
689	1.86332	0.47557	0.08247	1.88529	0.19641	0.08220
690	1.87111	0.47749	0.08329	1.89524	0.19733	0.08236
691	1.87975	0.47924	0.08338	1.90464	0.19815	0.08162
692	1.88815	0.47985	0.08319	1.91428	0.19983	0.08263
693	1.89601	0.48074	0.08296	1.92450	0.20122	0.08249
694	1.90451	0.48189	0.08322	1.93370	0.20234	0.08237
695	1.91263	0.48341	0.08276	1.94319	0.20330	0.08192
696	1.92041	0.48404	0.08370	1.95265	0.20516	0.08159
697	1.92792	0.48511	0.08408	1.96167	0.20587	0.08115
698	1.93585	0.48664	0.08367	1.97084	0.20726	0.08086
699	1.94384	0.48759	0.08365	1.97954	0.20920	0.08158
700	1.95130	0.48815	0.08391	1.98862	0.21041	0.08229
701	1.95817	0.48960	0.08399	1.99781	0.21173	0.08254
702	1.96709	0.49025	0.08304	2.00581	0.21254	0.08245
703	1.97427	0.49160	0.08366	2.01437	0.21354	0.08219
704	1.98311	0.49160	0.08317	2.02228	0.21518	0.08145
705	1.99047	0.49278	0.08330	2.03039	0.21543	0.08153
706	1.99896	0.49374	0.08313	2.03850	0.21697	0.08176
707	2.00555	0.49557	0.08415	2.04615	0.21674	0.08073
708	2.01273	0.49635	0.08403	2.05417	0.21814	0.08082
709	2.02059	0.49755	0.08356	2.06184	0.21973	0.08157
710	2.02804	0.49827	0.08323	2.06964	0.22073	0.08218
711	2.03519	0.49956	0.08368	2.07703	0.22201	0.08178
712	2.04206	0.49969	0.08267	2.08414	0.22325	0.08192
713	2.04849	0.50087	0.08272	2.09136	0.22421	0.08137
714	2.05600	0.50229	0.08307	2.09942	0.22584	0.08146
715	2.06157	0.50366	0.08387	2.10647	0.22710	0.08139
716	2.06832	0.50508	0.08230	2.11331	0.22804	0.08192
717	2.07472	0.50580	0.08372	2.11980	0.22925	0.08185
718	2.08075	0.50759	0.08324	2.12678	0.23032	0.08221
719	2.08640	0.50831	0.08429	2.13326	0.23123	0.08226
720	2.09238	0.50955	0.08298	2.13994	0.23259	0.08235
721	2.09791	0.51139	0.08423	2.14638	0.23402	0.08281
722	2.10187	0.51178	0.08285	2.15207	0.23490	0.08285
723	2.10845	0.51224	0.08453	2.15800	0.23555	0.08264
724	2.11351	0.51350	0.08395	2.16317	0.23630	0.08230
725	2.11775	0.51442	0.08331	2.16897	0.23824	0.08327
726	2.12285	0.51524	0.08382	2.17371	0.23897	0.08316
727	2.12689	0.51581	0.08426	2.17864	0.24049	0.08219
728	2.13089	0.51650	0.08469	2.18315	0.24044	0.08161
729	2.13503	0.51760	0.08380	2.18754	0.24144	0.08225
730	2.13776	0.51820	0.08373	2.19157	0.24247	0.08305
731	2.14069	0.51882	0.08432	2.19464	0.24310	0.08276
732	2.14282	0.51941	0.08404	2.19789	0.24430	0.08320
733	2.14526	0.52020	0.08412	2.20140	0.24495	0.08264
734	2.14723	0.52093	0.08350	2.20330	0.24533	0.08223
735	2.14819	0.52159	0.08387	2.20501	0.24577	0.08155
736	2.14911	0.52146	0.08405	2.20668	0.24669	0.08200
737	2.14998	0.52230	0.08401	2.20829	0.24746	0.08159
738	2.15023	0.52259	0.08386	2.20903	0.24777	0.08162
739	2.14996	0.52258	0.08387	2.20937	0.24782	0.08173
740	2.14873	0.52233	0.08414	2.20947	0.24854	0.08202
741	2.14790	0.52269	0.08427	2.20906	0.24859	0.08199
742	2.14695	0.52257	0.08404	2.20860	0.24877	0.08192
743	2.14502	0.52298	0.08424	2.20787	0.24921	0.08173
744	2.14268	0.52353	0.08346	2.20688	0.24969	0.08193
745	2.14011	0.52287	0.08417	2.20485	0.24852	0.08169
746	2.13746	0.52214	0.08476	2.20363	0.24922	0.08130
747	2.13447	0.52218	0.08388	2.20114	0.24756	0.08154
748	2.13089	0.52138	0.08474	2.19963	0.25008	0.08249
749	2.12670	0.52127	0.08450	2.19769	0.24998	0.08245
750	2.12288	0.52098	0.08402	2.19382	0.24895	0.08219
751	2.11929	0.52080	0.08408	2.19101	0.24840	0.08180
752	2.11497	0.51919	0.08335	2.18789	0.24865	0.08205
753	2.10936	0.51768	0.08353	2.18387	0.24835	0.08266
754	2.10443	0.51924	0.08384	2.18098	0.24892	0.08194
755	2.09839	0.51729	0.08460	2.17632	0.24794	0.08234
756	2.09332	0.51767	0.08474	2.17238	0.24750	0.08247
757	2.08703	0.51498	0.08484	2.16734	0.24648	0.08277
758	2.08093	0.51367	0.08464	2.16265	0.24579	0.08280
759	2.07373	0.51328	0.08401	2.15769	0.24501	0.08234
760	2.06737	0.51086	0.08295	2.15217	0.24396	0.08273
761	2.06042	0.50894	0.08375	2.14669	0.24298	0.08200
762	2.05304	0.50739	0.08333	2.14058	0.24181	0.08224
763	2.04545	0.50564	0.08295	2.13421	0.23967	0.08245
764	2.03765	0.50390	0.08340	2.12792	0.23932	0.08216
765	2.03047	0.50158	0.08275	2.12100	0.23711	0.08181
766	2.02100	0.50002	0.08430	2.11376	0.23474	0.08266
767	2.01357	0.49847	0.08422	2.10600	0.23274	0.08219
768	2.00530	0.49479	0.08461	2.09811	0.22992	0.08170
769	1.99792	0.48986	0.08284	2.08997	0.22777	0.08283
770	1.98946	0.48810	0.08376	2.08179	0.22377	0.08254
771	1.98050	0.48554	0.08337	2.07342	0.22114	0.08252
772	1.97103	0.48245	0.08386	2.06489	0.21854	0.08214
773	1.96219	0.48033	0.08355	2.05639	0.21518	0.08203
774	1.95298	0.47785	0.08453	2.04707	0.21276	0.08297
775	1.94368	0.47315	0.08373	2.03797	0.20979	0.08310
776	1.93460	0.47070	0.08387	2.02898	0.20638	0.08311
777	1.92488	0.46819	0.08401	2.01973	0.20324	0.08296
778	1.91551	0.46355	0.08308	2.00994	0.19998	0.08270
779	1.90628	0.46113	0.08434	2.00042	0.19659	0.08286
780	1.89664	0.45773	0.08373	1.99059	0.19236	0.08283
781	1.88730	0.45362	0.08318	1.98104	0.18920	0.08220
782	1.87690	0.45038	0.08441	1.97046	0.18611	0.08323
783	1.86719	0.44676	0.08445	1.96028	0.18198	0.08272
784	1.85744	0.44270	0.08320	1.95000	0.17747	0.08233
785	1.84791	0.43939	0.08292	1.93912	0.17376	0.08246
786	1.83767	0.43499	0.08331	1.92926	0.17045	0.08251
787	1.82786	0.43099	0.08400	1.91805	0.16544	0.08270
788	1.81761	0.42717	0.08419	1.90716	0.16198	0.08293
789	1.80751	0.42419	0.08423	1.89599	0.15740	0.08332
790	1.79715	0.41933	0.08371	1.88483	0.15337	0.08289
791	1.78722	0.41553	0.08351	1.87315	0.14846	0.08276
792	1.77663	0.41178	0.08347	1.86227	0.14479	0.08374
793	1.76626	0.40874	0.08412	1.85121	0.14113	0.08411
794	1.75600	0.40496	0.08439	1.83944	0.13680	0.08354
795	1.74586	0.40102	0.08379	1.82766	0.13271	0.08388
796	1.73557	0.39654	0.08280	1.81670	0.12844	0.08484
797	1.72626	0.39330	0.08404	1.80553	0.12446	0.08499
798	1.71593	0.39046	0.08509	1.79373	0.12074	0.08398
799	1.70613	0.38652	0.08475	1.78220	0.11612	0.08472
800	1.69685	0.38262	0.08410	1.77140	0.11206	0.08493
801	1.68773	0.37867	0.08389	1.75985	0.10839	0.08482
802	1.67770	0.37596	0.08460	1.74937	0.10388	0.08450
803	1.66930	0.37227	0.08429	1.73817	0.09981	0.08468
804	1.66043	0.36900	0.08425	1.72712	0.09670	0.08502
805	1.65115	0.36657	0.08537	1.71631	0.09362	0.08472
806	1.64291	0.36358	0.08465	1.70588	0.08981	0.08479
807	1.63471	0.36050	0.08439	1.69586	0.08733	0.08533
808	1.62603	0.35891	0.08487	1.68585	0.08456	0.08544
809	1.61823	0.35653	0.08520	1.67647	0.08217	0.08521
810	1.61062	0.35384	0.08445	1.66758	0.07864	0.08436
811	1.60251	0.35200	0.08426	1.65831	0.07657	0.08432
812	1.59617	0.34989	0.08450	1.65087	0.07511	0.08539
813	1.58905	0.34841	0.08460	1.64262	0.07243	0.08462
814	1.58238	0.34709	0.08444	1.63501	0.07095	0.08492
815	1.57689	0.34516	0.08444	1.62843	0.06948	0.08503
816	1.57155	0.34409	0.08506	1.62165	0.06792	0.08426
817	1.56594	0.34243	0.08389	1.61459	0.06549	0.08415
818	1.56092	0.34174	0.08507	1.60955	0.06493	0.08540
819	1.55691	0.34105	0.08562	1.60420	0.06332	0.08382
820	1.55285	0.34016	0.08493	1.59968	0.06206	0.08449
821	1.54961	0.33879	0.08490	1.59661	0.06240	0.08534
822	1.54620	0.33893	0.08479	1.59260	0.06105	0.08456
823	1.54405	0.33820	0.08446	1.58976	0.06093	0.08483
