	Z:\Vacuum\Pilot Testing\Test_Aug11\FV_empty.c3d	Z:\Vacuum\Pilot Testing\Test_Aug11\FV_empty.c3d	Z:\Vacuum\Pilot Testing\Test_Aug11\FV_empty.c3d	Z:\Vacuum\Pilot Testing\Test_Aug11\FV_empty.c3d	Z:\Vacuum\Pilot Testing\Test_Aug11\FV_empty.c3d	Z:\Vacuum\Pilot Testing\Test_Aug11\FV_empty.c3d
	FVHL	FVHL	FVHL	FVHR	FVHR	FVHR
	TARGET	TARGET	TARGET	TARGET	TARGET	TARGET
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z
5707	0.40515	1.52419	0.08152	0.66724	1.63168	0.07508
5708	0.40175	1.53672	0.08189	0.66493	1.64230	0.07502
5709	0.39930	1.54929	0.08147	0.66297	1.65315	0.07489
5710	0.39672	1.56203	0.08187	0.66060	1.66385	0.07471
5711	0.39438	1.57449	0.08134	0.65884	1.67477	0.07516
5712	0.39125	1.58782	0.08180	0.65680	1.68597	0.07551
5713	0.38833	1.60112	0.08215	0.65473	1.69702	0.07576
5714	0.38618	1.61407	0.08183	0.65295	1.70816	0.07569
5715	0.38344	1.62796	0.08211	0.65087	1.71990	0.07587
5716	0.38157	1.64156	0.08161	0.64903	1.73172	0.07579
5717	0.37911	1.65509	0.08096	0.64781	1.74314	0.07531
5718	0.37674	1.66915	0.08182	0.64668	1.75490	0.07487
5719	0.37514	1.68332	0.08144	0.64499	1.76666	0.07521
5720	0.37292	1.69722	0.08167	0.64412	1.77796	0.07542
5721	0.37124	1.71173	0.08264	0.64309	1.78981	0.07503
5722	0.36961	1.72535	0.08145	0.64203	1.80150	0.07518
5723	0.36755	1.74024	0.08185	0.64107	1.81339	0.07518
5724	0.36662	1.75395	0.08159	0.64020	1.82491	0.07486
5725	0.36473	1.76810	0.08141	0.63907	1.83683	0.07486
5726	0.36355	1.78282	0.08108	0.63847	1.84900	0.07438
5727	0.36190	1.79700	0.08171	0.63764	1.86085	0.07383
5728	0.36111	1.81076	0.08094	0.63710	1.87294	0.07460
5729	0.36000	1.82511	0.08114	0.63642	1.88427	0.07383
5730	0.35928	1.83874	0.08072	0.63613	1.89575	0.07410
5731	0.35855	1.85346	0.08134	0.63591	1.90749	0.07410
5732	0.35819	1.86689	0.08091	0.63601	1.91895	0.07349
5733	0.35782	1.88128	0.08045	0.63604	1.93022	0.07332
5734	0.35724	1.89501	0.08106	0.63631	1.94164	0.07307
5735	0.35732	1.90871	0.08088	0.63659	1.95282	0.07315
5736	0.35706	1.92183	0.08042	0.63704	1.96377	0.07260
5737	0.35699	1.93565	0.08122	0.63702	1.97479	0.07276
5738	0.35692	1.94875	0.08160	0.63764	1.98554	0.07341
5739	0.35753	1.96123	0.08053	0.63768	1.99617	0.07313
5740	0.35729	1.97427	0.08090	0.63815	2.00648	0.07250
5741	0.35790	1.98676	0.08071	0.63923	2.01693	0.07235
5742	0.35825	1.99888	0.08030	0.63990	2.02690	0.07252
5743	0.35861	2.01084	0.08080	0.64015	2.03667	0.07303
5744	0.35927	2.02272	0.08110	0.64101	2.04576	0.07259
5745	0.35994	2.03365	0.08027	0.64148	2.05540	0.07356
5746	0.36092	2.04507	0.08064	0.64264	2.06417	0.07311
5747	0.36156	2.05588	0.08074	0.64372	2.07256	0.07298
5748	0.36251	2.06662	0.08079	0.64500	2.08089	0.07313
5749	0.36395	2.07682	0.08063	0.64632	2.08864	0.07311
5750	0.36555	2.08699	0.08039	0.64785	2.09575	0.07301
5751	0.36689	2.09670	0.08035	0.64948	2.10233	0.07249
5752	0.36834	2.10570	0.08001	0.65096	2.10891	0.07259
5753	0.37004	2.11487	0.08072	0.65293	2.11495	0.07199
5754	0.37187	2.12311	0.08034	0.65453	2.12066	0.07232
5755	0.37362	2.13129	0.08060	0.65580	2.12545	0.07210
5756	0.37495	2.13903	0.08029	0.65741	2.13053	0.07258
5757	0.37705	2.14609	0.08040	0.65920	2.13469	0.07196
5758	0.37869	2.15253	0.08040	0.66103	2.13908	0.07214
5759	0.37987	2.15933	0.08056	0.66265	2.14294	0.07210
5760	0.38186	2.16486	0.08003	0.66371	2.14617	0.07193
5761	0.38326	2.17006	0.07999	0.66532	2.14938	0.07220
5762	0.38470	2.17497	0.08011	0.66669	2.15244	0.07192
5763	0.38590	2.17956	0.08018	0.66741	2.15494	0.07187
5764	0.38706	2.18330	0.07980	0.66867	2.15785	0.07175
5765	0.38829	2.18701	0.07958	0.66940	2.15921	0.07166
5766	0.38971	2.18984	0.07952	0.67058	2.16065	0.07121
5767	0.39088	2.19231	0.07947	0.67142	2.16201	0.07145
5768	0.39118	2.19419	0.07972	0.67210	2.16259	0.07140
5769	0.39204	2.19545	0.07942	0.67281	2.16269	0.07086
5770	0.39251	2.19647	0.07967	0.67318	2.16231	0.07074
5771	0.39271	2.19698	0.07974	0.67318	2.16166	0.07086
5772	0.39282	2.19672	0.07960	0.67332	2.16081	0.07094
5773	0.39300	2.19628	0.07921	0.67321	2.15935	0.07069
5774	0.39310	2.19535	0.07931	0.67317	2.15790	0.07071
5775	0.39304	2.19436	0.07921	0.67328	2.15598	0.07105
5776	0.39302	2.19296	0.07928	0.67305	2.15398	0.07089
5777	0.39317	2.19123	0.07938	0.67303	2.15139	0.07165
5778	0.39297	2.18917	0.07929	0.67266	2.14836	0.07121
5779	0.39279	2.18684	0.07953	0.67256	2.14517	0.07147
5780	0.39274	2.18444	0.07977	0.67227	2.14203	0.07172
5781	0.39243	2.18158	0.07988	0.67175	2.13850	0.07142
5782	0.39186	2.17818	0.07992	0.67096	2.13439	0.07128
5783	0.39112	2.17468	0.08018	0.67038	2.13074	0.07169
5784	0.39032	2.17033	0.07973	0.66959	2.12607	0.07168
5785	0.38948	2.16606	0.07990	0.66873	2.12126	0.07160
5786	0.38873	2.16116	0.07942	0.66770	2.11669	0.07151
5787	0.38752	2.15629	0.07990	0.66624	2.11177	0.07234
5788	0.38595	2.15033	0.08034	0.66521	2.10655	0.07224
5789	0.38454	2.14485	0.08020	0.66386	2.10141	0.07211
5790	0.38304	2.13863	0.07990	0.66214	2.09521	0.07173
5791	0.38138	2.13200	0.08002	0.66092	2.08931	0.07205
5792	0.37998	2.12537	0.07982	0.65935	2.08288	0.07220
5793	0.37837	2.11822	0.07981	0.65740	2.07624	0.07244
5794	0.37629	2.11057	0.07990	0.65602	2.06941	0.07223
5795	0.37466	2.10279	0.07995	0.65405	2.06223	0.07176
5796	0.37220	2.09452	0.08004	0.65239	2.05481	0.07175
5797	0.37046	2.08658	0.07956	0.65047	2.04693	0.07167
5798	0.36865	2.07761	0.08016	0.64844	2.03927	0.07190
5799	0.36619	2.06859	0.08020	0.64648	2.03113	0.07198
5800	0.36431	2.05890	0.07981	0.64444	2.02240	0.07197
5801	0.36171	2.04914	0.07974	0.64235	2.01360	0.07101
5802	0.35933	2.03901	0.07924	0.64032	2.00514	0.07076
5803	0.35748	2.02860	0.07996	0.63807	1.99628	0.07130
5804	0.35466	2.01788	0.07978	0.63544	1.98738	0.07159
5805	0.35168	2.00715	0.07993	0.63270	1.97803	0.07181
5806	0.34902	1.99539	0.07921	0.63046	1.96823	0.07108
5807	0.34684	1.98376	0.07940	0.62802	1.95897	0.07149
5808	0.34387	1.97186	0.08051	0.62539	1.94927	0.07149
5809	0.34125	1.95977	0.08004	0.62312	1.93891	0.07166
5810	0.33853	1.94719	0.07996	0.62022	1.92848	0.07188
5811	0.33621	1.93454	0.07937	0.61799	1.91776	0.07196
5812	0.33382	1.92159	0.08019	0.61607	1.90641	0.07197
5813	0.33131	1.90826	0.07976	0.61374	1.89495	0.07190
5814	0.32885	1.89482	0.07933	0.61099	1.88295	0.07187
5815	0.32655	1.88106	0.07958	0.60872	1.87131	0.07253
5816	0.32411	1.86764	0.07988	0.60683	1.85916	0.07235
5817	0.32185	1.85351	0.07952	0.60450	1.84666	0.07233
5818	0.31962	1.83938	0.07959	0.60183	1.83395	0.07265
5819	0.31742	1.82481	0.07995	0.59984	1.82108	0.07237
5820	0.31524	1.81005	0.08010	0.59800	1.80764	0.07233
5821	0.31303	1.79547	0.08033	0.59574	1.79484	0.07247
5822	0.31090	1.78049	0.08021	0.59350	1.78131	0.07282
5823	0.30848	1.76484	0.08028	0.59104	1.76775	0.07318
5824	0.30647	1.74977	0.08069	0.58916	1.75420	0.07346
5825	0.30436	1.73409	0.08094	0.58704	1.74093	0.07405
5826	0.30211	1.71813	0.08180	0.58497	1.72735	0.07432
5827	0.30091	1.70236	0.08246	0.58269	1.71342	0.07495
5828	0.29834	1.68608	0.08233	0.58105	1.69970	0.07550
5829	0.29661	1.66959	0.08216	0.57921	1.68603	0.07654
5830	0.29478	1.65316	0.08226	0.57696	1.67183	0.07613
5831	0.29298	1.63632	0.08276	0.57519	1.65813	0.07510
5832	0.29115	1.61980	0.08203	0.57339	1.64498	0.07551
5833	0.28941	1.60298	0.08214	0.57131	1.63172	0.07468
5834	0.28780	1.58567	0.08246	0.56870	1.61815	0.07444
5835	0.28631	1.56870	0.08163	0.56661	1.60489	0.07416
5836	0.28478	1.55197	0.08116	0.56459	1.59131	0.07347
5837	0.28386	1.53447	0.08156	0.56325	1.57778	0.07367
5838	0.28225	1.51751	0.08159	0.56153	1.56460	0.07299
5839	0.28158	1.50028	0.08152	0.55984	1.55108	0.07363
5840	0.28097	1.48282	0.08187	0.55809	1.53810	0.07438
5841	0.28022	1.46509	0.08147	0.55630	1.52466	0.07432
5842	0.27945	1.44839	0.08141	0.55497	1.51207	0.07417
5843	0.27954	1.43089	0.08199	0.55386	1.49957	0.07490
5844	0.27994	1.41392	0.08279	0.55264	1.48675	0.07493
5845	0.27986	1.39677	0.08340	0.55164	1.47404	0.07541
5846	0.28031	1.37972	0.08221	0.55105	1.46141	0.07620
5847	0.28124	1.36348	0.08338	0.55064	1.44829	0.07622
5848	0.28217	1.34764	0.08334	0.55008	1.43571	0.07683
5849	0.28294	1.33143	0.08309	0.55053	1.42349	0.07569
5850	0.28369	1.31602	0.08257	0.55030	1.41160	0.07488
5851	0.28478	1.30048	0.08239	0.54990	1.40067	0.07414
5852	0.28662	1.28473	0.08245	0.54888	1.39046	0.07428
5853	0.28782	1.26905	0.08277	0.54832	1.37997	0.07503
5854	0.28968	1.25369	0.08242	0.54737	1.36953	0.07483
5855	0.29141	1.23912	0.08265	0.54680	1.35939	0.07542
5856	0.29321	1.22461	0.08255	0.54666	1.34948	0.07527
5857	0.29527	1.21062	0.08216	0.54650	1.34023	0.07508
5858	0.29686	1.19775	0.08251	0.54673	1.33139	0.07487
5859	0.29940	1.18457	0.08282	0.54611	1.32317	0.07514
5860	0.30198	1.17225	0.08289	0.54592	1.31517	0.07562
5861	0.30384	1.16027	0.08257	0.54548	1.30751	0.07519
5862	0.30664	1.14833	0.08239	0.54521	1.30031	0.07517
5863	0.30898	1.13784	0.08244	0.54504	1.29310	0.07549
5864	0.31101	1.12683	0.08271	0.54469	1.28704	0.07550
5865	0.31388	1.11770	0.08307	0.54414	1.28099	0.07514
5866	0.31597	1.10843	0.08257	0.54449	1.27538	0.07472
5867	0.31826	1.09920	0.08245	0.54427	1.27013	0.07502
5868	0.32136	1.09149	0.08216	0.54443	1.26540	0.07510
5869	0.32340	1.08404	0.08233	0.54441	1.26102	0.07529
5870	0.32588	1.07721	0.08260	0.54425	1.25714	0.07556
5871	0.32828	1.07112	0.08207	0.54456	1.25344	0.07524
5872	0.33016	1.06655	0.08259	0.54476	1.25047	0.07549
5873	0.33227	1.06158	0.08183	0.54541	1.24801	0.07537
5874	0.33385	1.05809	0.08221	0.54591	1.24571	0.07522
5875	0.33596	1.05442	0.08158	0.54655	1.24389	0.07497
5876	0.33717	1.05218	0.08195	0.54693	1.24266	0.07506
5877	0.33821	1.05032	0.08167	0.54699	1.24160	0.07481
5878	0.33885	1.04850	0.08221	0.54683	1.24099	0.07502
5879	0.33914	1.04751	0.08201	0.54616	1.24084	0.07478
5880	0.33916	1.04718	0.08214	0.54540	1.24105	0.07458
5881	0.33870	1.04735	0.08244	0.54458	1.24175	0.07448
5882	0.33829	1.04807	0.08179	0.54399	1.24268	0.07464
5883	0.33738	1.04908	0.08085	0.54333	1.24353	0.07446
5884	0.33641	1.05041	0.08146	0.54245	1.24466	0.07427
5885	0.33570	1.05180	0.08103	0.54127	1.24587	0.07447
5886	0.33380	1.05357	0.08243	0.54027	1.24760	0.07451
5887	0.33307	1.05540	0.08151	0.53900	1.24926	0.07398
5888	0.33099	1.05722	0.08161	0.53699	1.25178	0.07488
5889	0.32916	1.05940	0.08221	0.53527	1.25348	0.07437
5890	0.32748	1.06099	0.08188	0.53289	1.25607	0.07476
5891	0.32521	1.06364	0.08198	0.53032	1.25884	0.07472
5892	0.32287	1.06593	0.08251	0.52761	1.26183	0.07537
5893	0.32063	1.06898	0.08216	0.52507	1.26459	0.07485
5894	0.31780	1.07231	0.08200	0.52231	1.26797	0.07475
5895	0.31512	1.07539	0.08203	0.51959	1.27126	0.07496
5896	0.31166	1.07879	0.08209	0.51622	1.27499	0.07517
5897	0.30894	1.08282	0.08191	0.51295	1.27916	0.07507
5898	0.30587	1.08688	0.08160	0.50919	1.28323	0.07542
5899	0.30191	1.09077	0.08234	0.50587	1.28748	0.07555
5900	0.29856	1.09456	0.08197	0.50211	1.29160	0.07512
5901	0.29486	1.09873	0.08206	0.49831	1.29596	0.07495
5902	0.29109	1.10372	0.08216	0.49382	1.30097	0.07491
5903	0.28763	1.10801	0.08113	0.48941	1.30624	0.07512
5904	0.28288	1.11319	0.08235	0.48486	1.31135	0.07516
5905	0.27860	1.11844	0.08226	0.48040	1.31655	0.07571
5906	0.27411	1.12334	0.08203	0.47557	1.32163	0.07488
5907	0.26956	1.12857	0.08136	0.47078	1.32737	0.07479
5908	0.26506	1.13431	0.08168	0.46626	1.33317	0.07485
5909	0.26016	1.13993	0.08203	0.46131	1.33956	0.07493
5910	0.25524	1.14635	0.08152	0.45588	1.34518	0.07560
5911	0.24962	1.15237	0.08181	0.45075	1.35099	0.07501
5912	0.24499	1.15884	0.08177	0.44610	1.35742	0.07498
5913	0.23956	1.16569	0.08227	0.44124	1.36444	0.07486
5914	0.23453	1.17241	0.08206	0.43609	1.37096	0.07455
5915	0.22862	1.17951	0.08255	0.43058	1.37770	0.07485
5916	0.22306	1.18642	0.08197	0.42465	1.38467	0.07576
5917	0.21746	1.19331	0.08188	0.41948	1.39131	0.07546
5918	0.21161	1.20072	0.08224	0.41440	1.39835	0.07568
5919	0.20604	1.20853	0.08183	0.40888	1.40601	0.07650
5920	0.19989	1.21598	0.08238	0.40354	1.41320	0.07615
5921	0.19408	1.22427	0.08264	0.39795	1.42054	0.07572
5922	0.18772	1.23279	0.08305	0.39301	1.42779	0.07636
5923	0.18182	1.24162	0.08246	0.38803	1.43571	0.07647
5924	0.17627	1.25060	0.08296	0.38356	1.44335	0.07652
5925	0.16986	1.25966	0.08303	0.37896	1.45109	0.07678
5926	0.16364	1.26911	0.08334	0.37395	1.45865	0.07665
5927	0.15850	1.27886	0.08300	0.36956	1.46656	0.07697
5928	0.15245	1.28889	0.08339	0.36562	1.47441	0.07634
5929	0.14673	1.29874	0.08358	0.36149	1.48235	0.07668
5930	0.14041	1.30888	0.08359	0.35735	1.49071	0.07641
5931	0.13439	1.31903	0.08249	0.35326	1.49868	0.07586
5932	0.12884	1.32927	0.08272	0.34930	1.50732	0.07568
5933	0.12309	1.33964	0.08352	0.34425	1.51553	0.07606
5934	0.11791	1.35009	0.08331	0.34062	1.52390	0.07654
5935	0.11194	1.36073	0.08423	0.33659	1.53198	0.07678
5936	0.10698	1.37114	0.08367	0.33274	1.54040	0.07674
5937	0.10071	1.38186	0.08346	0.32938	1.54887	0.07666
5938	0.09594	1.39277	0.08328	0.32552	1.55740	0.07583
5939	0.09081	1.40369	0.08318	0.32219	1.56651	0.07518
5940	0.08606	1.41561	0.08291	0.31880	1.57525	0.07456
5941	0.08138	1.42705	0.08325	0.31567	1.58356	0.07503
5942	0.07650	1.43885	0.08359	0.31348	1.59183	0.07500
5943	0.07203	1.45060	0.08334	0.31160	1.59994	0.07487
5944	0.06756	1.46202	0.08285	0.30964	1.60816	0.07495
5945	0.06299	1.47381	0.08244	0.30772	1.61689	0.07423
5946	0.05904	1.48573	0.08276	0.30580	1.62478	0.07400
5947	0.05548	1.49750	0.08289	0.30316	1.63350	0.07412
5948	0.05166	1.50962	0.08236	0.30083	1.64231	0.07463
5949	0.04818	1.52160	0.08251	0.29931	1.64997	0.07432
5950	0.04475	1.53345	0.08270	0.29794	1.65766	0.07487
5951	0.04138	1.54542	0.08252	0.29734	1.66555	0.07410
5952	0.03906	1.55756	0.08192	0.29675	1.67362	0.07366
5953	0.03619	1.56963	0.08227	0.29600	1.68140	0.07343
5954	0.03441	1.58116	0.08134	0.29562	1.68952	0.07365
5955	0.03204	1.59394	0.08173	0.29515	1.69704	0.07335
5956	0.03048	1.60603	0.08171	0.29509	1.70451	0.07299
5957	0.02860	1.61848	0.08158	0.29505	1.71243	0.07348
5958	0.02754	1.63029	0.08189	0.29492	1.71960	0.07330
5959	0.02614	1.64223	0.08060	0.29524	1.72742	0.07408
5960	0.02432	1.65399	0.08083	0.29602	1.73419	0.07367
5961	0.02378	1.66568	0.08065	0.29621	1.74206	0.07373
5962	0.02291	1.67776	0.08064	0.29657	1.74942	0.07324
5963	0.02213	1.68970	0.08137	0.29703	1.75754	0.07361
5964	0.02190	1.70161	0.08162	0.29726	1.76485	0.07346
5965	0.02204	1.71255	0.08079	0.29814	1.77200	0.07341
5966	0.02177	1.72453	0.08067	0.29922	1.77933	0.07407
5967	0.02142	1.73532	0.08072	0.30002	1.78658	0.07383
5968	0.02187	1.74677	0.08034	0.30148	1.79415	0.07303
5969	0.02274	1.75791	0.08048	0.30233	1.80166	0.07303
5970	0.02351	1.76984	0.08112	0.30341	1.80933	0.07330
5971	0.02424	1.78115	0.08065	0.30456	1.81672	0.07329
5972	0.02483	1.79233	0.08108	0.30612	1.82433	0.07289
5973	0.02650	1.80319	0.08006	0.30727	1.83150	0.07259
5974	0.02711	1.81482	0.08090	0.30880	1.83921	0.07302
5975	0.02889	1.82568	0.08104	0.31073	1.84720	0.07289
5976	0.03006	1.83667	0.08136	0.31187	1.85497	0.07273
5977	0.03105	1.84694	0.08084	0.31335	1.86278	0.07312
5978	0.03241	1.85773	0.08052	0.31473	1.87057	0.07265
5979	0.03333	1.86792	0.08007	0.31616	1.87879	0.07236
5980	0.03435	1.87886	0.08059	0.31792	1.88695	0.07177
5981	0.03622	1.88914	0.08036	0.31898	1.89590	0.07244
5982	0.03740	1.89886	0.08033	0.32027	1.90435	0.07247
5983	0.03855	1.90865	0.08043	0.32127	1.91246	0.07234
5984	0.03972	1.91843	0.08096	0.32274	1.92147	0.07251
5985	0.04095	1.92862	0.08012	0.32379	1.93028	0.07265
5986	0.04212	1.93791	0.08027	0.32516	1.93907	0.07223
5987	0.04312	1.94744	0.07995	0.32581	1.94806	0.07278
5988	0.04410	1.95688	0.08007	0.32663	1.95732	0.07230
5989	0.04500	1.96620	0.08054	0.32789	1.96640	0.07307
5990	0.04621	1.97515	0.08067	0.32893	1.97562	0.07226
5991	0.04705	1.98374	0.08026	0.32967	1.98443	0.07274
5992	0.04742	1.99314	0.08094	0.33048	1.99367	0.07225
5993	0.04854	2.00169	0.08056	0.33123	2.00285	0.07278
5994	0.04894	2.01049	0.08136	0.33209	2.01205	0.07275
5995	0.05001	2.01891	0.08093	0.33257	2.02074	0.07324
5996	0.05043	2.02732	0.08099	0.33280	2.03005	0.07344
5997	0.05062	2.03541	0.08110	0.33348	2.03836	0.07260
5998	0.05128	2.04290	0.08093	0.33378	2.04775	0.07245
5999	0.05126	2.05053	0.08071	0.33433	2.05626	0.07223
6000	0.05192	2.05804	0.08119	0.33427	2.06502	0.07225
6001	0.05168	2.06478	0.08137	0.33445	2.07297	0.07199
6002	0.05165	2.07143	0.08129	0.33413	2.08165	0.07284
6003	0.05113	2.07739	0.08161	0.33406	2.09004	0.07280
6004	0.05107	2.08307	0.08125	0.33359	2.09806	0.07263
6005	0.05060	2.08876	0.08129	0.33277	2.10571	0.07224
6006	0.04998	2.09344	0.08127	0.33219	2.11331	0.07250
6007	0.04942	2.09819	0.08117	0.33102	2.12077	0.07264
6008	0.04878	2.10149	0.08137	0.32997	2.12739	0.07317
6009	0.04789	2.10516	0.08120	0.32897	2.13455	0.07267
6010	0.04702	2.10846	0.08062	0.32783	2.14063	0.07221
6011	0.04614	2.11114	0.08102	0.32645	2.14626	0.07163
6012	0.04537	2.11351	0.08072	0.32513	2.15251	0.07158
6013	0.04461	2.11524	0.08019	0.32391	2.15751	0.07173
6014	0.04400	2.11718	0.07999	0.32263	2.16135	0.07169
6015	0.04359	2.11863	0.07992	0.32196	2.16415	0.07178
6016	0.04369	2.11957	0.07993	0.32184	2.16709	0.07172
6017	0.04372	2.12070	0.07999	0.32207	2.16849	0.07128
6018	0.04387	2.12145	0.08016	0.32230	2.16920	0.07101
6019	0.04385	2.12142	0.08026	0.32253	2.16958	0.07089
6020	0.04378	2.12092	0.08034	0.32244	2.16956	0.07101
6021	0.04397	2.11994	0.08042	0.32234	2.16933	0.07120
6022	0.04371	2.11891	0.08046	0.32214	2.16894	0.07152
6023	0.04376	2.11727	0.08061	0.32181	2.16836	0.07161
6024	0.04368	2.11502	0.08077	0.32144	2.16754	0.07168
6025	0.04371	2.11262	0.08037	0.32156	2.16593	0.07172
6026	0.04386	2.11016	0.08033	0.32117	2.16373	0.07189
6027	0.04379	2.10767	0.08002	0.32090	2.16203	0.07157
6028	0.04446	2.10462	0.08013	0.32093	2.15978	0.07164
6029	0.04438	2.10100	0.08028	0.32124	2.15748	0.07187
6030	0.04481	2.09791	0.08032	0.32141	2.15445	0.07234
6031	0.04524	2.09489	0.08061	0.32169	2.15127	0.07230
6032	0.04580	2.09089	0.08116	0.32239	2.14778	0.07245
6033	0.04696	2.08685	0.08076	0.32325	2.14342	0.07237
6034	0.04768	2.08298	0.08108	0.32451	2.13921	0.07209
6035	0.04846	2.07837	0.08096	0.32572	2.13442	0.07218
6036	0.04898	2.07359	0.08072	0.32630	2.12928	0.07253
6037	0.04994	2.06840	0.08111	0.32712	2.12433	0.07259
6038	0.05091	2.06301	0.08099	0.32820	2.11909	0.07227
6039	0.05218	2.05781	0.08099	0.32893	2.11334	0.07233
6040	0.05242	2.05180	0.08073	0.32974	2.10740	0.07257
6041	0.05368	2.04543	0.08156	0.33058	2.10128	0.07243
6042	0.05471	2.03900	0.08135	0.33164	2.09479	0.07258
6043	0.05594	2.03179	0.08153	0.33282	2.08815	0.07284
6044	0.05695	2.02457	0.08135	0.33408	2.08087	0.07261
6045	0.05833	2.01776	0.08183	0.33526	2.07284	0.07241
6046	0.05972	2.01041	0.08132	0.33637	2.06580	0.07265
6047	0.06102	2.00205	0.08085	0.33799	2.05772	0.07254
6048	0.06229	1.99408	0.08053	0.33949	2.04974	0.07239
6049	0.06345	1.98629	0.08118	0.34079	2.04098	0.07281
6050	0.06444	1.97707	0.08019	0.34165	2.03223	0.07307
6051	0.06599	1.96841	0.08024	0.34315	2.02370	0.07320
6052	0.06765	1.95993	0.08084	0.34445	2.01476	0.07275
6053	0.06929	1.95109	0.08088	0.34635	2.00587	0.07302
6054	0.07071	1.94237	0.08092	0.34801	1.99655	0.07333
6055	0.07276	1.93336	0.08037	0.34988	1.98671	0.07340
6056	0.07446	1.92477	0.08094	0.35186	1.97683	0.07392
6057	0.07602	1.91620	0.08117	0.35421	1.96708	0.07382
6058	0.07801	1.90654	0.08110	0.35630	1.95710	0.07315
6059	0.07896	1.89755	0.08103	0.35794	1.94783	0.07380
6060	0.08072	1.88862	0.08096	0.35940	1.93853	0.07346
6061	0.08244	1.87958	0.08085	0.36061	1.92882	0.07339
6062	0.08382	1.87065	0.08072	0.36198	1.91965	0.07344
6063	0.08562	1.86216	0.08071	0.36399	1.91013	0.07328
6064	0.08714	1.85326	0.08043	0.36560	1.90096	0.07331
6065	0.08887	1.84561	0.08075	0.36737	1.89153	0.07356
6066	0.09029	1.83748	0.08103	0.36965	1.88227	0.07359
6067	0.09143	1.82922	0.08092	0.37118	1.87316	0.07322
6068	0.09250	1.82097	0.08090	0.37275	1.86471	0.07332
6069	0.09406	1.81351	0.08155	0.37403	1.85673	0.07383
6070	0.09529	1.80619	0.08141	0.37530	1.84877	0.07392
6071	0.09646	1.79857	0.08088	0.37641	1.84072	0.07388
6072	0.09756	1.79150	0.08137	0.37758	1.83324	0.07465
6073	0.09863	1.78489	0.08124	0.37843	1.82638	0.07377
6074	0.09919	1.77846	0.08105	0.37946	1.81928	0.07368
6075	0.10007	1.77230	0.08048	0.38071	1.81274	0.07423
6076	0.10172	1.76645	0.08056	0.38182	1.80638	0.07376
6077	0.10172	1.76123	0.08133	0.38242	1.80069	0.07436
6078	0.10282	1.75567	0.08044	0.38298	1.79522	0.07498
6079	0.10322	1.75110	0.08116	0.38361	1.78993	0.07431
6080	0.10452	1.74697	0.08082	0.38444	1.78554	0.07483
6081	0.10496	1.74342	0.08056	0.38466	1.78188	0.07495
6082	0.10500	1.73963	0.07999	0.38526	1.77764	0.07460
6083	0.10522	1.73667	0.08068	0.38559	1.77497	0.07458
6084	0.10548	1.73382	0.08040	0.38581	1.77232	0.07458
6085	0.10556	1.73243	0.08100	0.38607	1.77029	0.07464
6086	0.10555	1.73086	0.08108	0.38644	1.76865	0.07473
6087	0.10585	1.72977	0.08106	0.38643	1.76763	0.07492
6088	0.10594	1.72928	0.08078	0.38648	1.76725	0.07493
6089	0.10591	1.72926	0.08081	0.38658	1.76722	0.07497
6090	0.10579	1.72961	0.08096	0.38649	1.76750	0.07496
6091	0.10567	1.73038	0.08091	0.38647	1.76805	0.07471
6092	0.10571	1.73180	0.08050	0.38645	1.76935	0.07423
6093	0.10577	1.73315	0.08034	0.38624	1.77028	0.07391
6094	0.10580	1.73449	0.08006	0.38623	1.77242	0.07417
6095	0.10573	1.73669	0.08008	0.38659	1.77422	0.07430
6096	0.10602	1.73879	0.08002	0.38627	1.77620	0.07453
6097	0.10609	1.74143	0.08018	0.38647	1.77788	0.07457
6098	0.10602	1.74460	0.08027	0.38686	1.78025	0.07433
6099	0.10628	1.74772	0.08051	0.38678	1.78324	0.07422
6100	0.10656	1.75110	0.08005	0.38706	1.78612	0.07457
6101	0.10699	1.75483	0.08038	0.38744	1.78916	0.07416
6102	0.10707	1.75944	0.08058	0.38793	1.79241	0.07424
6103	0.10700	1.76338	0.08027	0.38793	1.79625	0.07468
6104	0.10728	1.76740	0.08041	0.38847	1.79942	0.07451
6105	0.10757	1.77239	0.08073	0.38886	1.80365	0.07495
6106	0.10788	1.77786	0.08043	0.38938	1.80797	0.07424
6107	0.10825	1.78256	0.07994	0.38988	1.81222	0.07390
6108	0.10815	1.78843	0.08027	0.39010	1.81709	0.07399
6109	0.10869	1.79416	0.07995	0.39007	1.82238	0.07409
6110	0.10897	1.80002	0.08006	0.39080	1.82771	0.07435
6111	0.10944	1.80671	0.08048	0.39142	1.83299	0.07385
6112	0.10971	1.81272	0.08047	0.39161	1.83850	0.07396
6113	0.11063	1.81946	0.08022	0.39224	1.84480	0.07448
6114	0.11067	1.82695	0.07989	0.39285	1.85117	0.07373
6115	0.11118	1.83423	0.08025	0.39317	1.85757	0.07373
6116	0.11183	1.84146	0.08024	0.39390	1.86426	0.07302
6117	0.11239	1.84906	0.08016	0.39405	1.87141	0.07374
6118	0.11293	1.85694	0.08018	0.39507	1.87868	0.07371
6119	0.11333	1.86526	0.07990	0.39539	1.88601	0.07339
